Link,Occurred,City,State,Country,Shape,Summary,Reported,Media,Explanation,Latitude,Longitude
Open,6/3/2000 14:30,Albuquerque,NM,USA,Sphere,"Saw a large, bright, spherical object being stationery in windy skies over the Albuquerque International Airport.",6/8/2000,,,35.101401,-106.631867
Open,3/16/1999 11:40,Albuquerque,NM,USA,Sphere,I saw a silver sphere shaped craft that was following in the contrail of a passenger or military aircraft.,3/16/1999,,,35.101401,-106.631867
Open,2/12/1999 17:10,Albuquerque,NM,USA,Sphere,object hovered due east.flickering brightness.disapeared.reappeared in different but close proximity C130's landing .,2/12/1999,,,35.101401,-106.631867
Open,4/25/1994 2:00,Albuquerque,NM,USA,Sphere,Glowing sphere makes figure eight around two people.,6/22/2005,,,35.101401,-106.631867
Open,4/24/1994 0:01,Albuquerque,NM,USA,Sphere,I was on my way down from the Sandia Mountain peak ( on a tramway) when I saw a bright orange flash and an ornange ball of light speed,12/5/1997,,,35.101401,-106.631867
Open,10/11/1992 10:00,Albuquerque,NM,USA,Sphere,"Six Spheres of light move into my vision over the 92 Albuquerque Balloon Fiesta,then vanish straight up.",2/25/2001,,,35.101401,-106.631867
Open,8/3/2004 14:00,Albuquerque,NM,USA,Sphere,Silver sphere seen over mountain in New Mexico,8/9/2004,,,35.055841,-106.195687
Open,11/15/1996 22:30,Albuquerque,NM,USA,Sphere,A bright purple sphere Hoovers then uses some type of warp drive to dissappear.,9/8/2013,,,34.705207,-106.407127
Open,11/16/2010 10:02,Albuquerque,NM,USA,Sphere,Flyover sighted by a tenant of mine. I still have his name.,11/27/2022,,,35.101401,-106.631867
Open,5/24/2015 23:30,Artesia,NM,USA,Sphere,"Four objects, one large, two medium, one small, small and medium interacting with each other.",5/25/2015,,,32.840683,-104.405192
Open,4/30/1994 23:55,Capulin Mountain,NM,USA,Sphere,"Globe shaped object decends at above normal speed, makes impossible turn, and changes colors in flight.",1/26/2001,,,36.740298,-103.992974
Open,7/7/2004 7:10,Carlsbad,NM,USA,Sphere,phone camera captured as quick as we could see the object in the camera.,1/6/2005,,,32.418235,-104.230988
Open,6/17/2006 21:30,Carlsbad,NM,USA,Sphere,STATIONARY BLINKING SOS OR MORRIS CODE MESSAGE FROM SPACE,6/18/2006,,,32.418235,-104.230988
Open,9/10/2005 17:00,Carrizozo,NM,USA,Sphere,we witnessed a silver spherical craft move silently across the desert sky.,6/29/2014,,,33.642981,-105.876232
Open,4/29/2014 22:00,Clovis,NM,USA,Sphere,I went out to smoke and noticed what i have been seeing alot of lately which is hovering bright structures in the clovis sky that as th,4/29/2014,,,34.406841,-103.199641
Open,5/7/2005 17:08,Corrales,NM,USA,Sphere,"Sphere, cloud high",5/7/2005,,,35.235695,-106.605927
Open,4/8/2022 21:00,Cuba,NM,USA,Sphere,Like Steve glowing Celtic Cuba for 20 minutes then vanished no sound no nothing,4/8/2022,,,36.02151,-106.958032
Open,10/30/2020 18:00,Deming,NM,USA,Sphere,"Noticed black orb/sphere above mountain from Interstate 10 near Deming, NM",9/7/2024,,,32.260473,-107.744865
Open,6/22/2014 21:30,Deming,NM,USA,Sphere,"Orbs over Deming, NM, nightly!!",6/25/2014,,,32.260473,-107.744865
Open,12/3/2007 17:30,El Valle,NM,USA,Sphere,Bright spherical object turning from white/yellow/orange/red moving NE across sky - just disappeared.,12/5/2007,,,36.10999,-105.726769
Open,2/8/2017 20:35,Espanola,NM,USA,Sphere,"Craft spotted hovering above Walgreens in Espanola,N:M:",2/11/2017,,,35.992722,-106.079739
Open,10/9/2017 20:30,Farmington,NM,USA,Sphere,Sphere with multicolor lights traveling west by NE. ((NUFORC Note: Star? Confirmed by witness to have been Arcturus. PD)),10/9/2017,,,36.746211,-108.19233
Open,12/22/2013 19:00,Farmington,NM,USA,Sphere,Sphere with solar type squares.,12/24/2013,,,36.746211,-108.19233
Open,4/29/2012 21:05,Farmington,NM,USA,Sphere,"Bright ball traveling east up high, big and fast. ((NUFORC Note: Possible sighting of the ISS? PD))",4/29/2012,,,36.746211,-108.19233
Open,9/3/2010 20:00,Farmington,NM,USA,Sphere,red light seen over farm land saw from the parkinglot of Smiths food and Drug.,10/12/2010,,,36.746211,-108.19233
Open,1/23/2017 0:00,Gila,NM,USA,Sphere,Zigzagging light travelling haphazardly in the night sky. ((NUFORC Note: Star or planet?? PD)),1/23/2017,,,32.964799,-108.576955
Open,6/7/2023 10:26,Highway 20,NM,USA,Sphere,Metallic orb hovering no sound size of basketball,6/7/2023,,,34.9727,105.0324
Open,3/15/1959 14:00,Hobbs,NM,USA,Sphere,Sighted bright triad of moving dots of light.,9/25/2016,,,32.706351,-103.132147
Open,10/26/2022 23:27,Las Cruces,NM,USA,Sphere,3 bright spheres in triangle formation that were radiating like small suns with yellowish color ( not exactly white),1/6/2023,Y,,32.324738,-106.759443
Open,8/4/2017 7:48,Las Cruces,NM,USA,Sphere,Possible Craft Photographed.,8/18/2019,,,32.324738,-106.759443
Open,6/21/2015 21:45,Las Cruces,NM,USA,Sphere,Green fireball.,6/22/2015,,,32.324738,-106.759443
Open,8/19/2011 23:55,Las Cruces,NM,USA,Sphere,Enormous yellow sphere seen rising over the Organ Mts. before midnight 8-18-2011,8/20/2011,,,32.324738,-106.759443
Open,7/4/2010 23:00,Las Cruces,NM,USA,Sphere,Several lights appeared in a line and disappeared one after another.,7/8/2010,,,32.324738,-106.759443
Open,2/29/2000 20:45,Las Vegas,NM,USA,Sphere,"female called our office advised that about 2045 she saw a ""very pretty green light in the sky"" was north of Las Vegas NM",2/28/2000,,,35.598375,-105.224193
Open,5/14/2021 4:13,Los Alamos,NM,USA,Sphere,Bright gold ball low in the sky in a perfect straight line going east,5/14/2021,,,35.878996,-106.300662
Open,1/1/2020 8:24,Loving,NM,USA,Sphere,"Google Street View 108 Nymeyer Road, Loving, NM 88256",10/22/2020,,,32.284958,-104.095179
Open,10/28/2014 7:00,Mescalero Indian Reservation,NM,USA,Sphere,"It looked like a silver reflecting, blinking light and would be in one spot and stay blinking. Then the light would go out and come ba",10/29/2014,,,33.155834,-105.776547
Open,6/15/1998 11:00,Navajo Lake,NM,USA,Sphere,"A Shiny (metalic) sphere was seen, by me, above a ridge. It was slowly moving away from my position at an altitude of apr. 500ft. The S",2/22/1999,,,36.801511,-107.611756
Open,9/30/2014 14:00,Ojo Caliente,NM,USA,Sphere,I saw what looked like a large silvery beach ball rolling down the center line of the road.,2/18/2015,,,36.301405,-106.044713
Open,9/28/2006 13:00,Ojo Caliente,NM,USA,Sphere,"Round white object motionless at high altitude between 20,000-30,000'. Disappeared with moving clouds.",9/29/2016,,,36.301405,-106.044713
Open,3/24/2012 15:00,Pecos,NM,USA,Sphere,"Saw nonmoving silver sphere for 10 seconds, then it just disapeared.",3/25/2012,,,35.575249,-105.676048
Open,6/10/1982 13:00,Placitas,NM,USA,Sphere,People that I met that wanted me to leave with them,1/20/2023,,,35.306251,-106.424425
Open,1/3/2020 17:30,Quay,NM,USA,Sphere,"Bright star like spheres (20) moving in an arc formation from north to south near Grady NM ((""Starlink"" satellites??))",1/3/2020,,,35.087347,-103.58572
Open,9/3/2008 22:37,Quemado,NM,USA,Sphere,Color changing sphere in the sky for about 45 minutes,9/4/2008,,,34.344311,-108.496653
Open,1/23/2000 15:00,Rio Rancho,NM,USA,Sphere,Black object hanging in the sky possible cause of geese flock disappearance,8/4/2002,,,35.231041,-106.662789
Open,9/19/2019 10:30,Roswell,NM,USA,Sphere,UFOs near Roswell/ Distinct unusual movements,10/25/2019,,,33.394758,-104.523489
Open,6/10/2009 21:10,Roswell,NM,USA,Sphere,"Single UFO flying at night splits into 2, then regroups back into 1 in skies over the desert near Roswell, NM",6/16/2009,,,33.394758,-104.523489
Open,12/15/1945 2:00,Roswell,NM,USA,Sphere,Sphere in Roswell. Were aliens looking for thier dead ?,11/22/2002,,,33.394758,-104.523489
Open,6/8/2008 20:20,Ruidoso,NM,USA,Sphere,"Ruidoso, Mexico observed a light object followed by an aircraft traveling west to east it was a sphere bright in color",6/9/2008,,,33.333231,-105.681385
Open,4/6/2015 21:15,Sandia Park,NM,USA,Sphere,Strange white spherical object in the western sky. ((NUFORC Note: Witness later identifies the object to be Venus. PD)),4/6/2015,,,35.167808,-106.366508
Open,2/24/2022 10:48,Santa Fe,NM,USA,Sphere,Second floor of Capitol building while on self guided tour,7/16/2022,Y,,35.685756,-105.938613
Open,4/3/2020 23:30,Santa Fe,NM,USA,Sphere,"Flashing green, red foreign object hovering in sky. ((NUFORC Note: Sirius?? PD))",4/2/2020,,,35.685756,-105.938613
Open,11/22/2010 22:00,Santa Fe,NM,USA,Sphere,"yellow sphere with orange blinks trailing it. Moved pretty slowly, and was quite low to the horizon.",11/26/2010,,,35.685756,-105.938613
Open,9/13/2007 13:50,Santa Fe,NM,USA,Sphere,Translucent Spherical object Motionless in sky for extended period,9/13/2007,,,35.685756,-105.938613
Open,5/18/2005 19:30,Santa Rosa,NM,USA,Sphere,"Stationary Spherical Light 1 Hour Duration over Santa Rosa, NM. ((NUFORC Note: Possible high-altitude balloon. PD))",5/19/2005,,,34.937773,-104.682646
Open,12/19/2009 18:00,Stanley,NM,USA,Sphere,stanley and edgwood ufo seen low and obveous,12/19/2009,,,35.148303,-105.978858
Open,11/24/2015 18:11,Taos,NM,USA,Sphere,Large pulsating globe in eastern sky over Talpa NM,11/27/2015,,,36.406326,-105.573264
Open,4/2/1999 22:03,Tijeras,NM,USA,Sphere,Very bright amber sphere traveled just above tree top level. Size of dime @ arms length. Object 50 - 300 yds away. Observed by myself &,4/6/1999,,,35.09107,-106.371174
Open,11/6/2007 3:40,White Sands,NM,USA,Sphere,"I video something we cannot identify, although there may be a logical explanation",12/2/2007,,,32.943564,-106.419441
Open,8/26/2023 21:00,White Sands National Monument,NM,USA,Sphere,Bright slow moving craft w/no blinking lights and sound flying in restricted air space.,8/27/2023,Y,,32.782649,-106.324558
Open,3/8/2023 18:48,Arenas valley,NM,USA,Star,Star like object bright moving changing directions fast,4/20/2023,Y,Drone?,32.794103,-108.184147
Open,9/28/2022 5:55,Las Cruces,NM,USA,Star,Was looking South + was astonished to see an object 4-5 times the size of Jupiter in AM sky it was an orangish 20 degrees above horizon,9/28/2022,,,32.324738,-106.759443
Open,5/27/2023 21:00,Ruidoso,NM,USA,Star,Two separate pairs of initially stationary star-like objects moving away from one another,5/30/2023,,,33.333231,-105.681385
Open,6/17/2020 9:30,Albuquerque,NM,USA,Teardrop,There's been odd blueish white tear drops gilding across abq towards the NE heights every 6-10 mins one by one We first witnessed 1 at,7/17/2020,,,35.101401,-106.631867
Open,4/21/2009 21:40,Albuquerque,NM,USA,Teardrop,bright teardrop flys over the freeway in ALbuquerque,4/21/2009,,,35.101401,-106.631867
Open,9/7/2023 19:00,Belen,NM,USA,Teardrop,Bright light at first with naked eye. With decent binoculars it was a teardrop large shape. W/ Telescope huge orange teardrop shape.,9/7/2023,,,34.660595,-106.775377
Open,9/19/2009 17:15,Bernalillo,NM,USA,Teardrop,"Pearlescent, teardrop object stationary in sky for two hours, turns red and disappears at night fall",9/21/2009,,,35.316897,-106.550269
Open,9/17/2002 8:00,Bloomfield,NM,USA,Teardrop,((NUFORC Note: No information provided by witness. Possible sighting of a high-altitude balloon? PD)),9/17/2016,,,36.716725,-107.980604
Open,10/7/2019 16:45,Carlsbad,NM,USA,Teardrop,Inverted teardrop with 'Y' shaped shadow changed color/reflectivity with the sunset,10/7/2019,,,32.418235,-104.230988
Open,10/7/2019 16:45,Carlsbad,NM,USA,Teardrop,Inverted teardrop with 'Y' shaped shadow changed color/reflectivity with the sunset.,10/7/2019,,,32.418235,-104.230988
Open,9/4/2018 18:30,Deming,NM,USA,Teardrop,Caught floating guitar shaped light and 3 others appeared move toward earth and disappeared.,9/5/2018,,,32.260473,-107.744865
Open,9/8/2011 19:05,Farmington,NM,USA,Teardrop,"Weather ballon spotted over Farmington, New Mexico by many people.",9/22/2011,,,36.746211,-108.19233
Open,8/5/2008 21:54,Hobbs,NM,USA,Teardrop,"Large, pear shaped (upside down teardrop shape) object glowing orange, then drifted away.",8/5/2008,,,32.706351,-103.132147
Open,10/9/2012 18:00,Melrose,NM,USA,Teardrop,Bright Object in Eastern New Mexico Sky,10/18/2012,,,34.429048,-103.62882
Open,9/19/2003 14:30,Peralta,NM,USA,Teardrop,Glowing tear drop-shape in the South West,12/25/2003,,,34.836867,-106.690214
Open,5/3/2002 15:28,Quemado,NM,USA,Teardrop,A bright silver tiny object was observed descending at an unusual rate of speed on a 45 degree angle.,5/7/2002,,,34.344311,-108.496653
Open,9/28/2019 18:57,Ranchos de Taos,NM,USA,Teardrop,"Before sunset,in the sky we saw a tear drop shaped shining bright white (kind of resembling a huge hot air balloon),not moving at all.",9/28/2019,,,36.357663,-105.608587
Open,5/14/2012 23:00,Ranchos de Taos,NM,USA,Teardrop,Four large objects moving fast and in the same direction seen in middle of UFO swarm.,5/14/2012,,,36.357663,-105.608587
Open,9/29/2019 19:30,Santa Fe,NM,USA,Teardrop,"My husband and I saw an extremely bright light in the shape of a teardrop. It resembled a hot air balloon. After about an hour, it turn",10/25/2019,,,35.685756,-105.938613
Open,9/13/2014 19:42,Santa Fe,NM,USA,Teardrop,"Santa Fe Tear Drop hovering over 40 minutes. ((NUFORC Note: High-altitude, helium-filled balloon, with scientific package. PD))",9/13/2014,,,35.685756,-105.938613
Open,9/28/2003 19:30,Santa Fe,NM,USA,Teardrop,"I saw a short teardrop shape brighter than Mars with a small bright object following, with a bright letter "" D"" in the center.",9/28/2003,,,35.685756,-105.938613
Open,3/12/2018 21:30,Tijeras,NM,USA,Teardrop,Extremely bright about 1/10th of a solar diameter. No craft was observed,3/14/2018,,,35.09107,-106.371174
Open,10/15/2009 18:00,Tucumcari,NM,USA,Teardrop,"Object was not a weather balloon, or any known aircraft.",10/16/2009,,,35.172972,-103.725902
Open,9/13/2007 18:30,,NM,USA,Teardrop,I noticed out of the airplane window while flying from NC to Los Angeles approx. 6:30pm pt until around 6:45pm pt a very unusual light.,9/14/2007,,,34.5199,-105.8701
Open,12/31/2011 23:30,,NM,USA,Teardrop,Pulsating emerald green sideways teardrop entered the dark sky as if it traveling ar warp speed from the south. As it was travelling no,5/15/2016,,,34.5199,-105.8701
Open,12/1/2001 21:15,Alamogordo,NM,USA,Triangle,"Witnessed a large object with lights, changing size, pausing in front of me, changing direction, then going down behind a mountain.",12/2/2001,,,32.891812,-105.952151
Open,3/15/1997 22:00,Alamogordo,NM,USA,Triangle,Large Triangular Craft Silent and Void of Any Light. Darker Than the Night Sky over NM.,10/28/2019,,,32.891812,-105.952151
Open,7/14/2021 23:30,Albuquerque,NM,USA,Triangle,I went outside to smoke a cigarette and looked up to see all this happening. Tonight approximately 00:00 I saw the same thing I will se,7/15/2021,,,35.101401,-106.631867
Open,12/20/2020 4:06,Albuquerque,NM,USA,Triangle,V shape of 7 ish lights over Abq,12/20/2020,,,35.101401,-106.631867
Open,3/30/2020 4:00,Albuquerque,NM,USA,Triangle,((HOAX??)) Triangular Craft looked like at least a mile wide. It was not 3 individual crafts it was a ((deleted)) mother ship.,3/30/2020,,,35.101401,-106.631867
Open,10/9/2019 21:00,Albuquerque,NM,USA,Triangle,"Sunport triangle, silent, fast moving object disappearing over mountains.",10/12/2019,,,35.101401,-106.631867
Open,6/14/2018 22:00,Albuquerque,NM,USA,Triangle,"Stationary object hovering beyond the cloud cover, noticed it was faint when clouds moved by. ((anonymous report))",6/14/2018,,,35.101401,-106.631867
Open,8/28/2016 10:30,Albuquerque,NM,USA,Triangle,"Dark grey, nodular, triangular craft passed overhead above tree line and made absolutely no noise.",9/13/2016,,,35.101401,-106.631867
Open,3/25/2016 2:00,Albuquerque,NM,USA,Triangle,"Saw three orange lights that formed a triangle, and moved across the sky super fast.",3/25/2016,,,35.101401,-106.631867
Open,1/6/2016 18:00,Albuquerque,NM,USA,Triangle,Last night after dinner me and my girlfriend went outside to smoke a cigarette. Me and my girlfriend are constantly witnessing strange,1/7/2016,,,35.101401,-106.631867
Open,2/17/2015 21:00,Albuquerque,NM,USA,Triangle,"Plane chasing dull, dim triangle object.",2/17/2015,,,35.101401,-106.631867
Open,2/2/2015 2:00,Albuquerque,NM,USA,Triangle,I noticed it about 9 pm and thought at first it was a plane but then 2 more showed up and formed a triangle there were several more of,2/3/2015,,,35.101401,-106.631867
Open,1/20/2015 20:00,Albuquerque,NM,USA,Triangle,Triangle UFO over Albuquerque.,1/22/2015,,,35.101401,-106.631867
Open,3/6/2014 20:00,Albuquerque,NM,USA,Triangle,I've seen crafts that make me think that we are big alone.,3/6/2014,,,35.101401,-106.631867
Open,11/19/2013 20:00,Albuquerque,NM,USA,Triangle,Triangle shaped hovering lights.,11/19/2013,,,35.101401,-106.631867
Open,9/22/2013 7:30,Albuquerque,NM,USA,Triangle,Bright light on eastside of Albuquerque nm,9/22/2013,,,35.101401,-106.631867
Open,10/27/2011 21:45,Albuquerque,NM,USA,Triangle,"Fast, quiet and flying low over Albuquerque, NM",10/27/2011,,,35.101401,-106.631867
Open,5/8/2011 19:00,Albuquerque,NM,USA,Triangle,Reddish orange glowing triangular object appearing to viewers 30-35 minutes toward the West.,8/8/2011,,,35.101401,-106.631867
Open,4/21/2006 21:40,Albuquerque,NM,USA,Triangle,Strange light in a triangular formation,4/21/2006,,,35.101401,-106.631867
Open,7/18/2003 22:00,Albuquerque,NM,USA,Triangle,TRIANGLE SHAPED PHOSFLORESANTLY LIGHTED STRINGRAY SHAPED CRAFT,7/19/2003,,,35.101401,-106.631867
Open,5/21/2003 12:00,Albuquerque,NM,USA,Triangle,The item I believe I saw was at approx 12:00 noon on 05/21/03.I was working as a gateguard. I looked up into the Northern clear blue sk,5/23/2003,,,35.101401,-106.631867
Open,3/3/2003 3:33,Albuquerque,NM,USA,Triangle,scariest wierdest night of my life,11/14/2003,,,35.101401,-106.631867
Open,10/1/2000 20:45,Albuquerque,NM,USA,Triangle,TRIANGLE VERY LARGE THREE LIGHTS AT POINTS SHADOW BUT EVER FEW SECONDS YOU COULD SEE A FLASH FROM POINT TO POINT FACING TO THE NORTHEAT,10/1/2000,,,35.101401,-106.631867
Open,4/22/1999 23:40,Albuquerque,NM,USA,Triangle,I was looking out the east facing window of my bedroom when I noticed three dim amber colored lights that seemingly appeared out of now,4/22/1999,,,35.101401,-106.631867
Open,8/1/1998 23:00,Albuquerque,NM,USA,Triangle,Triangular UFO over South Valley High School,6/6/2005,,,35.101401,-106.631867
Open,9/5/1995 18:00,Albuquerque,NM,USA,Triangle,"It moved fast and stopped over my head. Then, it hovered for 10 sec. before it speed off like it had turned. But the object never turne",3/26/2000,,,35.101401,-106.631867
Open,11/11/1993 22:00,Albuquerque,NM,USA,Triangle,Triangle.,10/18/2003,,,35.101401,-106.631867
Open,1/3/1994 23:30,Albuquerque,NM,USA,Triangle,"Saw triangular craft approaching from horizon from the N.W., approached slowly, silently, and low to the ground. Passed directly over",7/9/1998,,,35.147495,-107.828215
Open,8/24/1998 13:00,Albuquerque,NM,USA,Triangle,"My family and I were driving through the United States, and my father took a back road...and we stopped the car to take pictures of the",2/2/2000,,,35.101401,-106.631867
Open,4/27/2016 21:00,Alto,NM,USA,Triangle,A triangle craft in the night sky being followed by a cluster of white lights.,4/28/2016,,,33.405779,-105.654943
Open,9/17/2011 21:17,Anthony,NM,USA,Triangle,"While watching night sky with my head in the east-west position, a smooth, rounded, triangular craft passed over heading due south towa",9/18/2011,,,32.012244,-106.603248
Open,7/22/1997 13:00,Arabela,NM,USA,triangle,"I was on a ranch that I was living on at the base of the capitain mountains, and was sitting outside the house under a tree, when he to",11/3/1997,,,34.863353,-104.783036
Open,9/24/2019 23:00,Artesia,NM,USA,Triangle,ascending lights form triangle,10/8/2019,,,32.840683,-104.405192
Open,4/18/2000 12:00,Aztec,NM,USA,Triangle,Black triangular object emits buzzing sound.,5/31/2016,,,36.82324,-107.99355
Open,8/18/2018 16:00,Belen,NM,USA,Triangle,"I was at the Belen Airport in the parking lot, I had gotten out of my car and was hoping to catch some take offs and landings, but ther",11/8/2019,,,34.660595,-106.775377
Open,9/13/2014 19:00,Belen,NM,USA,Triangle,Triangular shape with 3 white lights stationary in North sky.,9/13/2014,,,34.660595,-106.775377
Open,7/15/1997 20:30,Caballo,NM,USA,Triangle,"Low flying, (approx. 200ft. altitude), SAND colored triangle, passed directly over my house at an approx. speed of 75-100mph.",2/15/2002,,,32.978674,-107.308122
Open,5/10/1992 9:45,Carlsbad,NM,USA,Triangle,Triangle-shaped craft hovers silently over the Pecos River.,11/22/2013,,,32.418235,-104.230988
Open,1/14/2017 23:00,Carrizozo,NM,USA,Triangle,A light appeared in the sky and disappeared then 6 lights appeared in the sky.,4/18/2017,,,33.642981,-105.876232
Open,7/24/1977 23:45,Cerrillos,NM,USA,Triangle,We saw a craft flying making instantaeous 45 degree turns and landed less than 100 ft from us.,4/12/2013,,,35.435177,-106.126759
Open,1/15/1979 20:00,Clines corner,NM,USA,Triangle,"25 minute event of a Triangle shaped object seen by many on Interstate 40 in New Mexico, between Clines Corner and Tijera,New Mexico",7/27/2010,,,35.009532,-105.66755
Open,10/28/2014 21:00,Cloudcroft,NM,USA,Triangle,Rotating triangle shaped white lights.,10/29/2014,,,32.954872,-105.739939
Open,10/27/2021 0:00,Clovis,NM,USA,Triangle,Traveling down back airport highway seen object flying opposite direction had 3 white lights red light in middle of craft.,10/27/2021,,,34.406841,-103.199641
Open,9/25/2014 18:30,Clovis,NM,USA,Triangle,Upside down triangle three light changing color object.,9/26/2014,,,34.406841,-103.199641
Open,9/25/2014 18:30,Clovis,NM,USA,Triangle,When at work myself and 5 other employees saw a very bright white light in the sky that looked like a very big star almost to big to be,9/26/2014,,,34.406841,-103.199641
Open,9/15/1983 21:00,Clovis,NM,USA,Triangle,"it blocked out the stars as it slowly tracked across town towards Cannon AFB, so I could make out its giant triangular shape easily",10/16/2008,,,34.406841,-103.199641
Open,9/28/2019 17:50,Corona,NM,USA,Triangle,I was driving on the highway on a road trip and just before sunset I noticed a bright triangle shaped object in the sky. It had sharply,4/29/2020,,,34.249104,-105.596071
Open,6/10/1999 23:50,Cuba,NM,USA,Triangle,two women witness a triangular shaped craft,6/15/1999,,,36.02151,-106.958032
Open,11/17/2004 21:00,Cuba,NM,USA,Triangle,Moving around 20 MPH and did not make a sound as it passed right in front of me,11/19/2004,,,36.02151,-106.958032
Open,3/17/2007 14:45,Edgewood,NM,USA,Triangle,Triagular object,3/18/2007,,,35.062178,-106.190312
Open,4/9/2011 23:55,Farmington,NM,USA,Triangle,"the craft had and forward object protuding out of the fornt may or may not hand something onw the fornt of the shaft, then it what loo",4/8/2011,,,36.746211,-108.19233
Open,6/1/1994 19:00,Farmington,NM,USA,Triangle,Triangular object seen in Farmington .,11/20/2005,,,36.746211,-108.19233
Open,4/1/2002 12:00,Flora Vista,NM,USA,Triangle,Black Triangular Craft Emits Buzzing Sounds.,7/30/2007,,,36.797014,-108.080118
Open,4/15/2014 1:15,Grants,NM,USA,Triangle,"Triangular, soundless UFO observed in Grants, NM during ""blood moon"" eclipse event.",4/18/2014,,,35.152307,-107.834548
Open,12/12/2006 4:12,Highway 371,NM,USA,Triangle,Black Triangular Craft flew overhead,12/14/2006,,,34.9727,105.0324
Open,5/1/2007 1:30,Isleta,NM,USA,Triangle,"At 1:30 am, observed large black triangular craft flying southbound over Isleta Reservation, NM.",8/22/2007,,,34.907088,-106.693036
Open,9/9/2016 1:00,Jal,NM,USA,Triangle,"Saw 1 triangular object pass overhead, silent, 1 white light on each corner with red pulsing light in the center. ((anonymous report))",9/10/2016,,,32.114844,-103.191861
Open,9/20/2007 21:00,Kingston,NM,USA,Triangle,10/20/07 21:00 Kingston NM Triangle 2-3 mins Three Black Triangular aircraft manuvered acros the horizon and then hovered over our loca,10/22/2007,,,32.916917,-107.70608
Open,6/3/2024 15:50,Laguna,NM,USA,Triangle,2 triangular (like a paper airplane) flying objects,6/5/2024,,,35.037438,-107.385532
Open,12/28/2014 23:00,Las Cruces,NM,USA,Triangle,((NUFORC Note: No information provided by witness. PD)),12/28/2014,,,32.324738,-106.759443
Open,3/25/2007 15:10,Las Cruces,NM,USA,Triangle,Triangular UFO with tentacles.,3/27/2007,,,32.324738,-106.759443
Open,9/30/2006 23:00,Las Cruces,NM,USA,Triangle,09/30/06 Las Cruces NM Triangle spoted under the Pleiades for 30 min,10/1/2006,,,32.324738,-106.759443
Open,10/7/2003 6:20,Las Cruces,NM,USA,Triangle,"Along I-10 about 15 miles south of Las Cruces, large triangular craft outlined with very bright, white, lights. There was a lighted dom",10/7/2003,,,32.324738,-106.759443
Open,7/19/2020 23:05,Las Vegas,NM,USA,Triangle,((NUFORC Note: Witness provides no information about incident. PD)),7/21/2020,,,35.598375,-105.224193
Open !,1/15/2015 2:30,Lordsburg,NM,USA,Triangle,"Large, unmarked, grey triangle shaped craft with bowl shaped hull underside as if to deflect heat upon re-entry under camo-net.",4/28/2015,Y,,32.348523,-108.707488
Open,5/3/2006 21:00,McIntosh,NM,USA,Triangle,"9pm on the 3rd. of may saw the bright colored star moving fast over the trigo fire, it stopped steady for 45 min. I took a picture.",5/8/2008,,,34.880646,-106.051156
Open,7/30/2002 14:00,Mesquite,NM,USA,Triangle,"It was parked (floating) there, how long, I dont know...",1/7/2003,,,32.165159,-106.696068
Open,7/2/2013 22:49,Naschitti,NM,USA,Triangle,Triangle lights formed and were all moving at the same speed!!!!,7/2/2013,,,36.063907,-108.680548
Open,1/30/2002 1:42,Navajo,NM,USA,Triangle,"Four triangle objects hovering over Navajo, New Mexico.",2/1/2002,,,35.90286,-109.031541
Open,5/25/2021 16:30,Near Jemez,NM,USA,Triangle,Slow moving triangle shaped ship near Los alamos in broad daylight,1/1/2022,Y,,35.766709,-106.690388
Open,7/22/1980 23:00,Pecos,NM,USA,Triangle,"two florescent triangles, huge",2/24/2005,,,35.575249,-105.676048
Open,2/7/2016 7:00,Rio Rancho,NM,USA,Triangle,Bright yellow light moved side to side then disappeared.,2/7/2016,,,35.239305,-106.666861
Open,12/16/2019 18:43,Rio Rancho,NM,USA,Triangle,Triangle UFO seen over Rio Rancho Residential Area (NM528),12/16/2019,,,35.231041,-106.662789
Open,11/19/2013 17:55,Rio Rancho,NM,USA,Triangle,"My daughter and I saw a triangular shape object with blue, then green, lights over some housing in Rio Rancho, NM.",11/24/2013,,,35.231041,-106.662789
Open,7/25/2017 20:30,Rock Springs,NM,USA,Triangle,I watched a aircraft following glowing orb. The aircraft had blinking lights the prb did not. ((anonymous report)),7/26/2017,,,35.61087,-108.82941
Open,1/28/2021 20:32,Roswell,NM,USA,Triangle,"Took picture of moon, saw 2 things when zooming in.",8/4/2023,Y,Bird?,33.394758,-104.523489
Open,11/19/2018 17:55,Roswell,NM,USA,Triangle,"I was on road 40 miles into Roswell, NM, Driving a triangle shape no sound a dime light then a briate about 30 yard from my c",11/19/2018,,,33.394758,-104.523489
Open,8/15/2001 22:00,Roswell,NM,USA,Triangle,"Dark Triangle, silent craft ""floating"" with 3 lights on the bottom heading NNE over SW Roswell between July-Sept 2001",10/19/2003,,,33.394758,-104.523489
Open,12/6/2000 18:16,Roswell,NM,USA,Triangle,Helicopter into a triangle at Roswell,12/12/2001,,,33.394758,-104.523489
Open,3/15/1998 0:00,Roswell,NM,USA,Triangle,We were traveling north on US285 about 35 miles north of Roswell NM. A large triangular shaped craft appeared seemingly from nowhere a,3/29/2009,,,33.394758,-104.523489
Open,10/21/2017 11:12,Ruidoso,NM,USA,Triangle,"Gf and I where outside, stargazing, when we saw a low flying obj. with lights on each end in the shape of a triangle. ((anon. report)",10/21/2017,,,33.333231,-105.681385
